session_id,window_index,label,subject,n_samples,duration_s,pitch1_mean,pitch1_std,pitch1_min,pitch1_max,pitch1_rms,pitch2_mean,pitch2_std,pitch2_min,pitch2_max,pitch2_rms,elbow_flex_mean,elbow_flex_std,elbow_flex_min,elbow_flex_max,elbow_flex_rms,elbow_vel_mean,elbow_vel_std,elbow_vel_min,elbow_vel_max,elbow_vel_rms,g1_mag_mean,g1_mag_std,g1_mag_min,g1_mag_max,g1_mag_rms,g2_mag_mean,g2_mag_std,g2_mag_min,g2_mag_max,g2_mag_rms,upper_arm_motion_mean,upper_arm_motion_std,upper_arm_motion_min,upper_arm_motion_max,upper_arm_motion_rms,jerk1_mean,jerk1_std,jerk1_min,jerk1_max,jerk1_rms,jerk2_mean,jerk2_std,jerk2_min,jerk2_max,jerk2_rms,a1_mag_mean,a1_mag_std,a1_mag_min,a1_mag_max,a1_mag_rms,a2_mag_mean,a2_mag_std,a2_mag_min,a2_mag_max,a2_mag_rms
curl_bicep_01,0,bicep_curl,alex,100,1.98,25.274303605552465,15.843495910106789,0.09772533867967245,43.38013203324866,29.829629320513067,0.7098064442835643,0.797131459846723,-0.210863886966351,2.4068755743667403,1.0673536211695935,24.5644971612689,15.138088575969372,0.3055133653982607,41.73192981958766,28.85439735152828,17.587173487379506,20.55774433693167,-32.21980269277651,41.145165416868856,27.054196042348604,44.82987316859225,20.98249510865702,3.748853318270616,70.29473771574109,49.49729921214775,2.463522480042127,0.7386928634431272,0.9186707947899199,3.9648510045888194,2.5718884416270313,1.3221558175802124,0.8065877803179569,0.0,3.175852266332879,1.5487672043659269,2.3023627467153047,1.0310660015844078,0.4192250882348312,5.219400787441862,2.5226912845383396,2.1952677263894214,0.8944357514825841,0.3097126779497155,5.0374364828582605,2.370488494816458,9.792911614957054,0.4454554147337906,9.142974999196856,10.484659021729765,9.803037714141286,9.795263849431704,0.134494133375187,9.556197328372521,10.059140726354652,9.796187143572539
curl_bicep_01,1,bicep_curl,alex,100,1.98,26.587796877346214,17.12498695418227,-12.97812700207582,43.38013203324866,31.625561196157985,2.4618570936064486,1.212658420085033,0.4505190708931122,4.3925729407149205,2.744317910363797,24.125939783739764,18.147114712735593,-17.37069994279074,41.73192981958766,30.189050048748165,-22.80534426804621,34.091626482912574,-60.558943522571205,38.39235185083236,41.01612760164633,44.48755641482921,21.502826729192893,1.396336716367208,70.29473771574109,49.41168114027596,1.41136436207187,0.7057811537552757,0.31479451601459896,3.513229464067869,1.5779975917353821,1.9799647155291276,0.564854018342851,0.8937780618223284,3.5177257832885944,2.0589609847635297,2.3725826764541633,1.0597201766390818,0.4192250882348312,5.219400787441862,2.5984909869742414,2.132256850476426,0.9115022691025778,0.3097126779497155,5.0374364828582605,2.318912603567197,10.233120420273272,0.19409349814683996,9.764486817066244,10.512930381138492,10.234960958491083,9.911849129355517,0.07302484154672441,9.740300354268387,10.059140726354652,9.912118128361296
curl_bicep_01,2,bicep_curl,alex,100,1.98,-6.780189513975297,23.488111002605777,-32.107359569802085,37.27340435948391,24.447133335345296,4.091866582799927,0.6741365213369771,2.471567939313508,4.753525153375847,4.147026908622015,-10.872056096775223,24.150178905896986,-36.752390975622795,34.8018364201704,26.484575604646928,-34.15880780123107,25.340111772891404,-60.558943522571205,24.844895945713574,42.531698944012035,44.57249739818052,21.510525793794812,1.396336716367208,70.27502084287683,49.49151689164842,1.4275716114936414,0.7543523288270648,0.24022065688244312,3.2663507362668396,1.6146232198099248,1.2989255387733436,0.890736872892405,0.017546535778123484,3.5177257832885944,1.5749983276206239,2.494556220077524,1.0220863290428588,0.5336911486452065,4.999641415352622,2.695824771594729,2.078792322368757,0.9309864339134561,0.6373198042346313,4.384587510594245,2.277743018795181,9.884320961254609,0.4327642968555409,9.204984981428629,10.512930381138492,9.893790264692804,9.797067030900427,0.13052725815306152,9.599993335023905,10.008350223733983,9.79793650587087
curl_bicep_01,3,bicep_curl,alex,100,1.98,-16.938719966482505,14.816814997009917,-32.107359569802085,18.087154270152162,22.50462709663351,4.0219208940727835,0.8002441727023718,2.127539700241662,4.753525153375847,4.100760711639162,-20.96064086055529,15.594292048522265,-36.752390975622795,15.9596145699105,26.125282960760153,16.665157256350618,36.53993564416511,-51.35247799362723,57.20489225097429,40.16085610714273,45.05218407246748,21.237432294492542,3.6198891301110967,70.27502084287683,49.80690534617311,2.5285827815846265,0.8249844486691531,0.24022065688244312,3.979582135998151,2.6597613095674943,1.5187377547310696,1.0851654070404613,0.017546535778123484,3.881126727154527,1.8665873481524673,2.541996821927945,1.040521440494557,0.5911605835074791,5.553952106620897,2.746713073988734,2.0911860188672757,0.9546985316859736,0.4261874428521822,5.0611169852007984,2.2988058317111775,9.432492168861852,0.19796637422986846,9.12433328932364,9.884467223253429,9.434569370192042,9.685175578620298,0.05168675406928115,9.588288522821124,9.79534657465121,9.685313495661832
curl_bicep_01,4,bicep_curl,alex,100,1.98,12.69030825525794,22.052859157113332,-27.799753546899662,36.834378752726984,25.44351627855209,2.0301036956701157,1.5636155292151614,-0.6957740912916642,4.517181717759253,2.5624625925808693,10.660204559587823,23.56036373756204,-32.316935264658916,36.76095379768679,25.859827932499577,33.16266357606143,23.117051051191904,-22.545502690316255,57.20489225097429,40.42474866665772,45.021651446544986,21.227264368060894,3.6198891301110967,70.043895722093,49.77495204945691,3.0350177282889557,0.6197982139838336,1.2937872663926238,4.102896867623536,3.097657572599949,2.624317794898479,0.5827248174305317,1.3635774597805739,3.881126727154527,2.6882358716210644,2.383419692012653,1.0363303152039163,0.5911605835074791,5.553952106620897,2.598974788351041,2.1412219050711068,0.9295684273316646,0.4186399362666672,5.0611169852007984,2.3342940491395257,9.767513479046926,0.4401440100308103,9.12433328932364,10.419488899891508,9.77742534172107,9.80638108361338,0.13429045731566697,9.588288522821124,10.052652186363378,9.80730054010666
curl_bicep_01,5,bicep_curl,alex,100,1.98,20.778110717362406,15.981496498678817,-17.343581114356418,36.834378752726984,26.213319425823464,-0.5423372541518084,1.3697369973686082,-2.3959442550990073,2.06684685081635,1.4731969112108856,21.320447971514213,15.055530472311835,-14.947636859257411,36.76095379768679,26.10039270794129,-15.453625714583955,37.27887324235,-58.31871486240294,50.59615267284698,40.355036091492344,44.6708845622676,21.48155651933831,2.3848830229051567,70.043895722093,49.567582128534006,2.4224852768862633,0.8945039215701368,0.6464903066736937,4.102896867623536,2.582357872649542,2.2637475492202754,0.8288588684092237,0.10027857749703717,3.5914866539415695,2.410717733444009,2.2268730899124107,0.9226253138011203,0.4572457449911616,4.728010272783878,2.4104359000485087,2.091309540383754,0.897194002892679,0.4186399362666672,4.9515002414569755,2.2756389591775528,10.19725664053877,0.18608335954782831,9.729629817336003,10.419488899891508,10.198954358644453,9.931886136235823,0.0656042300860433,9.74755878058502,10.052652186363378,9.932102805456584
curl_bicep_01,6,bicep_curl,alex,100,1.98,-11.811687408283507,24.283948147446868,-38.65782564733704,32.259615360721234,27.00418665797752,-2.403747206094375,0.778606091767418,-3.632725404209484,-0.7598826400332558,2.526703005290461,-9.407940202189135,23.52481458779086,-35.363618314817835,33.01949800075449,25.336263344027355,-32.612189181838325,23.733683446976567,-58.31871486240294,23.19807472597102,40.33413707014571,44.805249559221465,21.516971388428107,2.3848830229051567,70.96808000602056,49.70402846645882,1.2847760619887554,0.7920196009700756,0.2264349346478429,3.5892428920429897,1.50928611528104,1.471240267481288,0.67670806301526,0.037951973621863644,3.2054274370795777,1.6194078322671768,2.194014671997499,0.943734605700769,0.33995467511059635,4.710535136503415,2.3883750515648665,1.944447929403696,0.8683039611330552,0.34632992602780976,3.97852014615304,2.129513916151213,9.857239768297465,0.42264752961158414,9.17891319781187,10.407057568529824,9.866296508011091,9.821102644827455,0.13611495794581974,9.563252555262629,10.025302523244685,9.822045837910423
curl_bicep_01,7,bicep_curl,alex,100,1.98,-23.357100299040397,14.756940045302999,-38.65782564733704,12.097460165375455,27.62827200315106,-3.5076205623995738,0.520322643347169,-4.222284979812415,-2.424458685345115,3.5460030545598915,-19.849479736640827,15.074170621769781,-35.363618314817835,16.289250504315,24.92453541692487,15.618443681786207,36.825689903702504,-51.13985294357217,58.76798210162368,40.00084024023476,44.711510598322235,21.45439962183539,1.0285784852983886,70.96808000602056,49.592443407411295,1.2560092384259955,0.8288959087818084,0.208667014044208,3.3722451426841777,1.5048679791286244,0.939114250858807,0.5633336464147853,0.0031324165882473665,2.1655183636967834,1.0951166026268966,2.2703893328948617,0.8763991636016519,0.33995467511059635,4.398456568671691,2.4336686744264204,1.8974523389578153,0.8677026969283844,0.34632992602780976,4.269248120468562,2.08644035353836,9.42536891782332,0.21555209091281105,9.11208778813805,9.89292478351865,9.427833364085664,9.688628482928856,0.07170578083835126,9.56172516192692,9.834911447916713,9.688893827430762
curl_bicep_01,8,bicep_curl,alex,100,1.98,7.437214410988883,23.753664220687803,-34.883598230489895,34.34678021519202,24.89073566820002,-3.831306347286855,0.31406177916294586,-4.222284979812415,-2.928348094243242,3.8441570113474213,11.26852075827574,23.658105189768776,-31.231654608834674,37.798377223282706,26.20468471952783,32.88418589969619,23.524340228925265,-25.6550257952032,58.76798210162368,40.43221816190659,44.6853940453565,21.50748860753053,1.0285784852983886,70.66376957742861,49.59189961265688,2.342758274740851,0.9025011633347471,0.208667014044208,4.229460602594945,2.510582538712341,0.9738098645970389,0.6968862169148875,0.0031324165882473665,2.3305142449339344,1.1974790401975506,2.389362403733768,0.9235519812257214,0.5058693954499354,5.013893546902713,2.561640286691784,2.020896545506157,0.8696087002414539,0.3735962318953608,4.296008479533498,2.20005503094226,9.754739816149902,0.4261719687574925,9.11208778813805,10.419508303528008,9.76404482925672,9.805442292596183,0.14388995886471834,9.56172516192692,10.042953924487335,9.806497992336304
curl_bicep_01,9,bicep_curl,alex,100,1.98,18.829158858020214,14.678870092064171,-16.05874451870082,34.34678021519202,23.874807862687756,-2.596596974942172,1.3026110263472774,-4.189336186694392,0.1325465507645703,2.905014859900091,21.42575583296238,15.791064266769075,-16.19129106946539,37.798377223282706,26.61617409942595,-16.240270786890196,38.4668238796858,-59.51848952228978,51.513463745464705,41.754555854688284,44.80473548134969,21.557758406699822,2.42721328860982,70.66376957742861,49.72123559481755,3.179951282813428,0.6234104613760646,1.5174391624552102,4.409474448223598,3.2404831066401023,2.184292550269814,1.1153607215211003,0.046577661703928186,4.232361408030555,2.4525830229120227,2.4572488441630687,1.0242731888543715,0.5058693954499354,5.013893546902713,2.6621809569498915,2.078357988515451,0.9089685804393367,0.42017934916263544,4.977975946362447,2.2684346604325842,10.172031556522892,0.17721015161972128,9.784190265529118,10.419508303528008,10.173575056229478,9.939238437164704,0.060037426963363914,9.79773121668771,10.042953924487335,9.93941976191008
